4.48387	2.75017	3.18919	3.2652	2.465	-0.599228	-0.451625	-0.110764	0.101874	-0.148926	-0.245692	-0.0377592	
3.98723	1.95855	2.4551	2.42002	2.65257	1.28391	2.3437	1.34319	0.354742	-0.462287	-0.0737784	0.0544221	
3.02873	2.21294	3.62255	3.45504	3.37668	1.52834	2.32118	1.41342	0.611336	0.0437389	0.317046	0.111052	
3.4193	2.93331	4.24478	3.35813	3.45401	1.3425	1.66572	0.403771	0.352176	-0.0373172	0.146657	0.00291185	
3.28791	1.39327	2.28864	3.517	4.27716	1.85865	2.40687	1.76278	1.11339	-0.282066	0.0364526	0.208278	
4.26437	2.63232	3.86601	3.19549	1.98555	0.045759	-0.326023	0.012959	-0.1945	-0.813898	0.0071724	0.00609359	
4.46801	2.11077	4.03481	3.49942	1.84049	-0.690305	-0.324489	-0.235742	-0.0794305	-0.430686	-0.161279	0.00530038	
4.24279	2.23029	4.11558	3.7145	1.76152	-0.864017	-0.274183	-0.609379	0.127055	-0.40567	-0.278416	-0.0121008	
4.40851	2.14357	3.7319	3.06886	1.73822	-0.672611	-0.0412715	-0.863331	0.0603455	-0.419754	-0.254823	-0.0158639	
4.71775	2.16285	3.32659	2.96901	2.41293	-0.146987	0.32279	-0.911588	0.137553	-0.701805	-0.246299	-8.53433e-005	
4.42822	3.38323	3.15708	1.94263	2.43124	-0.800012	-1.09155	0.0909142	0.165841	-0.639424	0.0751521	0.0421276	
4.53575	3.36924	3.13392	1.92357	2.86281	-1.28239	-0.941866	-0.331444	0.444783	-0.675632	-0.0830454	0.0408744	
4.57906	3.22229	2.97531	2.35041	2.81058	-0.663318	-0.273115	-0.488471	-0.0471194	-0.351961	-0.0420657	0.0338462	
4.2734	2.75796	3.20412	2.39595	2.303	-0.677316	0.184893	-0.252927	-0.217474	-0.201017	0.101683	0.0499791	
4.37177	3.08408	3.28177	2.20832	2.97362	-1.11301	-0.0529653	-0.569632	0.386272	-0.660391	-0.105208	0.0638996	
4.19711	2.98135	3.38436	2.24509	2.46353	-0.967726	0.0702695	-0.584502	0.434989	-0.968284	-0.0449864	0.0610664	
4.26506	3.05635	2.65769	2.55733	2.86617	-0.969831	-0.118945	-0.122042	0.275637	-0.806293	-0.032099	0.0455577	
4.42145	2.54092	2.33858	3.07098	2.70209	-0.643661	-0.335133	-0.209163	0.608674	-1.02286	-0.126545	0.0368517	
4.29275	1.98069	3.27332	2.94106	3.13522	-0.673168	-0.488029	-0.155386	0.540519	-0.917798	-0.295501	0.0382987	
4.31985	2.20096	3.23481	2.29452	3.02464	0.101768	0.0656822	-0.153662	0.152026	-0.709421	-0.180373	0.00846078	
3.60764	3.30063	4.55333	3.73523	3.08275	0.504898	0.469968	0.104722	-0.193484	-0.674497	0.106366	-0.0643311	
3.71078	3.44292	4.6845	3.5146	3.22964	0.514136	1.05927	-0.0298746	-0.704	-0.648198	0.203131	-0.0862682	
3.65224	3.33819	4.44445	3.52087	2.67256	0.938005	1.78437	0.189585	-0.096471	-0.619947	0.254697	-0.0491665	
3.72007	2.55598	4.20598	3.97576	2.90202	-0.425557	1.39161	1.14291	-0.167807	-0.818733	0.267527	0.0711574	
3.50599	2.34176	4.42372	3.55236	2.47711	-0.0113878	1.15619	1.23551	0.227794	-0.973251	0.320294	0.0871939	
3.61705	2.41841	4.64814	3.38744	2.65049	-0.478534	0.976171	1.30129	0.127423	-0.909878	0.250764	0.0956274	
3.7632	2.79015	4.28153	3.56512	2.74669	-0.751854	0.962408	1.32139	-0.1309	-0.545601	0.156167	0.0729597	
3.65263	2.79193	3.595	3.94597	2.81161	-0.0541941	1.16418	0.867749	-0.314173	-0.670991	0.268024	0.0312984	
3.55109	3.44528	4.4144	3.90978	2.82652	-0.00038725	1.27033	0.0965818	-0.27675	-0.478327	0.0969738	-0.0481223	
3.67861	3.35565	4.63932	2.80908	2.81715	0.794448	0.962098	-0.652251	-0.049117	-0.278406	-0.0432703	-0.0404694	
4.37919	2.63235	3.21695	3.12134	1.9509	-0.983419	-0.0463081	-0.437483	0.261958	-0.00784371	-0.0544348	0.0325656	
4.41046	2.67573	3.508	2.52315	1.58297	-1.15338	-0.513084	-0.179693	0.321031	0.0622781	0.136464	0.112624	
