1.231448	1.133775	2.247271	0.062999	0.321326	-0.213851	0.523302	0.436868	0.605553	0.230163	0.497484	0.010254	
1.291678	1.121938	2.239756	0.177742	0.342846	-0.093884	0.556449	0.402346	0.614497	0.220560	0.449290	0.010014	
1.405707	1.144918	2.329715	0.369324	0.454888	0.082962	0.676323	0.417614	0.707692	0.239933	0.423553	-0.002490	
1.454762	1.113104	2.434489	0.536033	0.553589	0.292645	0.844414	0.463165	0.856518	0.290013	0.410516	-0.007774	
0.009195	0.014261	0.018848	0.021988	0.021226	0.020948	0.020131	0.020591	0.015810	0.009857	0.005952	0.001775	
1.726129	1.197680	2.479097	0.844357	0.751387	0.743508	1.005673	0.434774	0.835477	0.264182	0.321856	-0.024188	
0.000837	0.001257	0.001715	0.001675	0.001706	0.002004	0.001573	0.001628	0.000950	0.000593	0.000526	0.000181	
1.836310	1.195786	2.755042	1.118397	1.009016	1.349463	1.410296	0.629685	1.061575	0.368174	0.353041	-0.022586	
0.464690	0.672278	0.852457	0.888872	0.883363	0.810748	0.685000	0.510381	0.334405	0.164479	0.045890	-0.015501	
2.202364	1.510986	2.567176	1.252862	1.052988	1.530016	1.239368	0.555457	0.737224	0.288581	0.273174	-0.014040	
0.000489	0.000677	0.000962	0.001152	0.001174	0.001121	0.000978	0.000819	0.000693	0.000356	0.000171	0.000064	
2.197430	1.483509	3.038398	1.443284	1.296038	2.136764	1.511427	0.653169	0.692104	0.336230	0.300426	0.006365	
2.314193	1.635137	2.858932	1.476923	1.355746	2.083163	1.366562	0.697711	0.600816	0.340056	0.268975	0.003977	
2.337687	1.671194	2.941822	1.529222	1.374573	2.254689	1.389107	0.749550	0.515023	0.356199	0.283248	0.005301	
0.713038	1.092069	1.413434	1.593820	1.620607	1.556487	1.312285	0.970592	0.616888	0.273113	0.033516	-0.056056	
2.397525	1.882514	3.493448	1.748709	1.683878	2.740352	1.556174	0.783902	0.234485	0.301074	0.271225	0.017365	
2.520008	2.018910	3.127438	1.740053	1.611333	2.357144	1.343011	0.803024	0.324972	0.340688	0.276776	0.014161	
0.836960	1.253566	1.573000	1.738029	1.756003	1.663540	1.406414	1.050201	0.672413	0.323804	0.057855	-0.049334	
2.655758	2.333498	3.636960	1.942368	1.963815	2.737639	1.517468	0.877579	0.115873	0.286121	0.265199	0.016339	
2.679951	2.461118	4.035038	2.128692	2.193509	3.072747	1.657752	0.931497	0.004730	0.271882	0.308181	0.010710	
2.745426	2.498118	3.664804	2.134711	2.170776	2.646146	1.524289	1.016956	0.149385	0.260790	0.244931	0.019717	
2.802901	2.593988	3.792503	2.255460	2.289019	2.741921	1.521337	1.034386	0.099289	0.260619	0.273735	0.017191	
2.844850	2.732655	4.115386	2.339789	2.451312	2.947481	1.628234	1.110503	0.050219	0.246864	0.318260	0.011742	
2.508860	2.906245	4.054702	2.704156	2.719849	2.890484	1.754265	1.073123	0.201791	0.264538	0.321349	0.018157	
2.959379	2.890803	4.009256	2.424253	2.552881	2.767139	1.609152	1.130823	0.122600	0.245572	0.292444	0.016970	
3.026390	2.816960	3.563246	2.425452	2.394344	2.411791	1.426262	1.104426	0.313487	0.228895	0.221978	0.028215	
3.105400	3.005505	4.049636	2.526844	2.629358	2.669365	1.615201	1.196767	0.218122	0.203677	0.292507	0.021569	
3.171983	3.284951	4.864448	2.725977	2.937595	3.090785	1.738995	1.114472	-0.010193	0.219605	0.446589	-0.012192	
0.019217	0.029546	0.037475	0.042292	0.043688	0.041629	0.036743	0.029639	0.021451	0.013523	0.006724	0.001814	
3.270918	3.241591	4.447283	2.818190	2.943929	2.787137	1.622766	1.184753	0.170212	0.200482	0.371213	0.013087	
3.333214	3.338205	4.524532	2.899834	2.997843	2.740839	1.642373	1.160970	0.201410	0.159535	0.387851	0.012184	
3.420923	3.463097	4.847858	3.017150	3.135967	2.838547	1.663236	1.052510	0.115711	0.140010	0.429380	-0.002165	
3.437272	3.588657	5.058391	3.140038	3.221242	2.900138	1.711634	0.965537	0.047075	0.115276	0.459546	-0.017577	
3.432538	3.356687	4.086195	3.009142	2.912337	2.511314	1.617109	1.116802	0.331763	0.197531	0.311403	0.028762	
0.687927	1.080020	1.394952	1.593149	1.647750	1.552488	1.324272	0.995953	0.626133	0.282812	0.035571	-0.051177	
